location,area,price,price_currency,status,new/resale,price_negotiable,description,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Rain Water Harvesting,Car Parking,Vaastu Compliant,Golf Course,Intercom,Indoor Games,Maintenance Staff,Multipurpose Room,ATM,Cafeteria,Staff Quarter,Hospital,School,Shopping Mall
Dhankawadi Police Station Road,4000,32500000,INR,0.0,0,0,"It has a salable area of 4000 sqft and is available at a price of Rs. 8,125 per sqft. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is a 4 year old ready-to-move-in property. The society is well connected by different modes of transportation. Kindly call us for details. ",east,1,4,0,1,0,1,1,1,1,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marunji,3888,22700000,INR,0.0,0,0,"Looking for a 4 BHK Villa for sale in Pune? Your search ends here. Buy this 4 BHK property in Pune's finest location, Pimpri Chinchwad. The built up area of this property is 3888 Square feet. It is spacious for a family and this property has a carpet area of 1800 Square feet. This property is East facing. There are 4 bedrooms and 4 bathroom. Servant room is also present. The Villa has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities like Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property has power backup facility. Regular water supply is available. It is also equipped with a dedicated kids area. This is a gated community. There are a number of reputed schools in the vicinity such as Alard Group Of Institutes, Shanti Asiatic School, and Shree Swami Samarth English Medium School. Medical facility is also close at hand with names like Ayushree Hospital, Gurukrupa Hospital, and Hinjawadi Hospital",east,0,0,1,1,0,1,1,1,1,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,2655,16000000,INR,0.0,1,0,"It’s a 3 bhk villa situated in Shree Balaji Constructions Orchard Park, Bavdhan. It has a built-up area of 2655 sqft and is priced at Rs. 1.60 cr . It is a semi-furnished property. It has power backup as well as club house. The project also has children's play area. It is east facing property. It is a 3 year old ready-to-move-in property. Contact us for more details. ",east,0,3,1,1,1,1,1,1,0,1,0,0,8.1,8.048845223529284,123.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NIBM Annex Mohammadwadi,5800,31500000,INR,0.0,0,0,"A spacious 4 bhk villa is available for sale in Purple Properties Cloud 9, NIBM Annex Mohammadwadi, Pune. It is a furnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",east,1,15,1,1,1,1,1,1,1,1,1,1,7.875185453783369,7.9,123.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,2610,32500000,INR,0.0,1,0,"A spacious 3 bhk villa is available for sale in Bavdhan, Pune. It has a salable area of 2610 sqft and is available at a price of Rs. 12,452 per sqft. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.1,8.044814201608972,188.15544658229172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,2000,30000000,INR,0.0,1,0,"A spacious 3 bhk villa is available for sale in Gera Developments Isle Royale, Bavdhan, Pune. It has an area of 2000 sqft with a carpet area of 1894 sqft . The property is available at a price of Rs. 3.00 cr . The house is unfurnished. It is a 6 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",unknown,0,6,1,1,1,1,0,0,1,0,1,0,8.1,7.9,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,4850,35000000,INR,0.0,1,0,"Well designed 5 bhk villa is available at a prime location in Gera Developments Isle Royale. It has a salable area of 4850 sqft and is available at a price of Rs. 7,216 per sqft. The house is unfurnished. This residential property is ready-to-move-in. Please contact for more details. ",unknown,0,6,1,1,1,1,0,0,1,0,1,0,8.1,7.9,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,5500,52000000,INR,1.0,0,0,"A 5 BHK Villa for sale in Bavdhan, Pune. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Bavdhan's most desired properties. Contact now for more information. Each unit has a built-up area of 5500 Square feet. There are 5 bedrooms. There is provision for 5 bathroom. This residential property is near Periwinkle English Medium School, Serra International Pre School, and children's area pre school. It is also close to Om Hospital, Bavdhan Medicare Centre, and Borse Nursing Home",unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.1,8.044814201608972,188.15544658229172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,6700,60000000,INR,0.0,1,0,"It’s a 6 bhk villa situated in Gera Developments Isle Royale, Bavdhan, Pune. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",unknown,0,6,1,1,1,1,0,0,1,0,1,0,8.1,7.9,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hadapsar,1880,12000000,INR,0.0,1,0,"It’s a 2 bhk villa situated in Hadapsar, Pune. It has a built-up area of 1880 sqft and is priced at Rs. 1.20 cr . The house is unfurnished. Its main door is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",east,0,0,1,1,0,1,1,1,0,1,0,0,9.4,8.118473544812694,216.8937278216709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,2043,23500000,INR,0.0,1,0,"A spacious 4 bhk villa is available for sale in Puraniks Builders Sayama Phase 4, Maval, Pune. It has a salable area of 2043 sqft and is available at a price of Rs. 11,502 per sqft. It is an unfurnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",east,0,0,1,1,1,1,1,1,1,1,1,0,5.3,7.890633725463393,54.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,2043,21500000,INR,0.0,1,0,"It is an unfurnished property. It has gymnasium as well as swimming pool. The project also has cctv, club house, children's play area, swimming pool, gated community and power backup. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. ",east,0,0,1,1,1,1,1,1,1,1,1,0,5.3,7.890633725463393,54.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,1624,20200000,INR,0.0,1,0,"This spacious 3 bhk villa is available for sale and is located in Puraniks Builders Sayama, one of the most prestigious projects of Maval. It has a salable area of 1624 sqft and is available at a price of Rs. 12,438 per sqft. The house is unfurnished. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",east,0,5,1,1,1,1,1,1,1,1,1,1,5.3,7.4,54.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khandala,4600,62300000,INR,0.0,1,0,"A spacious 4 bhk villa is available for sale in Kalpataru Group Amoda Reserve, Khandala, Pune. It has an area of 4600 sqft with a carpet area of 3715 sqft . The property is available at a price of Rs. 6.23 cr . The house is unfurnished. It has swimming pool as well as club house. The project also has children's play area. It is west facing property. It is made in way to provide a comfortable living. ",west,0,0,1,1,1,1,1,1,1,1,1,0,7.767705843402259,7.8,53.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadashiv Peth,3000,45000000,INR,0.0,0,0,"It has a salable area of 3000 sqft and is available at a price of Rs. 15,000 per sqft. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",east,1,0,1,1,0,1,0,0,0,0,0,0,9.6,8.129805751459422,221.31500185849848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,2950,40000000,INR,0.0,1,0,"This spacious 4 bhk villa is available for sale and is located in the heart of Tungarli. It has a salable area of 2950 sqft and is available at a price of Rs. 13,559 per sqft. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 microwave, 1 dining table, 1 ac and 1 bed. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. ",east,1,0,0,0,0,1,0,0,1,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,965,2600100,INR,0.0,1,0,"A 2 bhk property is available for sale in kesnand, Pune. The house is unfurnished. It is east facing property. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,3200,15200000,INR,0.0,0,0,"It has an area of 3200 sqft with a carpet area of 2900 sqft . The property is available at a price of Rs. 1.52 cr . It is a semi-furnished property. It has club house as well as gymnasium. The project also has power backup, intercom, gated_community, children's play area and swimming pool. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",east,0,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,3500,14500000,INR,0.0,0,0,"Well designed 3 bhk villa is available at a prime location in Kolte Patil Developers Ivy Villa. It has an area of 3500 sqft with a carpet area of 2800 sqft . The property is available at a price of Rs. 1.45 cr . It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has swimming pool as well as power backup. The project also has intercom, club house, gymnasium, gated_community and children's play area. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",east,1,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,3500,16000000,INR,0.0,0,0,"A spacious 3 bhk villa is available for sale in Kolte Patil Developers Ivy Villa, Wagholi, Pune. It has a salable area of 3500 sqft and is available at a price of Rs. 4,571 per sqft. It is a semi-furnished property. It has intercom. Other amenities include power backup, swimming pool, gated_community, club house, gymnasium and children's play area. Its main door is facing east direction. It is a 9 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ",east,0,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadashiv Peth,5000,75000000,INR,0.0,0,0,"A 3 bhk property is available for sale in Sadashiv Peth, Pune. It has an area of 5000 sqft with a carpet area of 4900 sqft . The property is available at a price of Rs. 7.50 cr . The house is unfurnished. This residential property is ready-to-move-in. Contact us for more details. ",east,0,0,0,1,0,1,1,1,0,0,0,0,9.6,8.129805751459422,221.31500185849848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiraswadi,1281,3600000,INR,0.0,1,0,"A 3 bhk property is available for sale in Shiraswadi, Pune. It has a built-up area of 1281 sqft and is priced at Rs. 36.00 lac . The house is unfurnished. It is east facing property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,965,2600000,INR,0.0,1,0,"It’s a 2 bhk villa situated in Wagholi, Pune. It has a salable area of 965 sqft and is available at a price of Rs. 2,694 per sqft. It is an unfurnished property. It is east facing property. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,1281,3600900,INR,0.0,1,0,"A 3 bhk property is available for sale in kesnand, Pune. It is facing east direction. This residential complex is under-construction as of now. . The site is in close proximity to various civic utilities. Contact us for more details. ",east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,965,2600100,INR,0.0,1,0,"This spacious 2 bhk villa is available for sale and is located in the heart of Wagholi. It has a built-up area of 965 sqft and is priced at Rs. 26.00 lac . It is east facing property. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiraswadi,965,2600100,INR,0.0,1,0,"It’s a 2 bhk villa situated in Shiraswadi, Pune. It has an area of 965 sqft . The property is available at a price of Rs. 26.00 lac . The house is unfurnished. It is east facing property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,965,2600900,INR,0.0,1,0,It has an area of 965 sqft . The property is available at a price of Rs. 26.01 lac . The house is unfurnished. It is an under-construction property . The society is well connected by different modes of transportation. Contact us for more details. ,east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hinjewadi,3800,23000000,INR,0.0,0,0,"It’s a 4 bhk villa situated in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune. It has an area of 3800 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 2.30 cr . It is an unfurnished property. It has club_house as well as gymnasium. The project also has community_hall, swimming_pool, cctv and children's_play_area. Its main door is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",northeast,0,2,0,1,0,1,1,1,1,1,0,0,8.0,8.048672319734793,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,1281,3600500,INR,0.0,1,0,It is east facing property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ,east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiraswadi,965,2600500,INR,0.0,1,0,"A 2 bhk property is available for sale in Shiraswadi, Pune. It has a built-up area of 965 sqft and is priced at Rs. 26.00 lac . The house is unfurnished. It is facing east direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,965,2600500,INR,0.0,1,0,"Well designed 2 bhk villa is available at a prime location in kesnand. The house is unfurnished. It is facing east direction. It is an under-construction property . It is well connected to the city areas. If you are interested, please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,965,2600500,INR,0.0,1,0,"A 2 bhk property is available for sale in Wagholi, Pune. It has a built-up area of 965 sqft and is priced at Rs. 26.00 lac . It is an unfurnished property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wakad,2400,45000000,INR,0.0,0,0,"A spacious 3 bhk villa is available for sale in Kolte Patil Developers Pink City, Wakad, Pune. It is a semi-furnished property. It is a 17 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",unknown,0,17,0,1,1,1,1,1,1,0,0,0,9.4,8.8,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiraswadi,1281,3600500,INR,0.0,1,0,"A spacious 3 bhk villa is available for sale in Shiraswadi, Pune. It has a salable area of 1281 sqft and is available at a price of Rs. 2,810 per sqft. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",unknown,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,965,2600200,INR,0.0,1,0,Well designed 2 bhk villa is available at a prime location in Wagholi. The house is unfurnished. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ,east,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,965,2600200,INR,0.0,1,0,"A spacious 2 bhk villa is available for sale in kesnand, Pune. It has a salable area of 965 sqft and is available at a price of Rs. 2,694 per sqft. It is east facing property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonikand,965,2600200,INR,0.0,1,0,It’s a 2 bhk villa situated in Lonikand. It has a built-up area of 965 sqft and is priced at Rs. 26.00 lac . The house is unfurnished. It is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ,east,0,0,0,0,0,1,0,0,0,0,0,0,6.8,7.971154858405251,159.4171653429126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakori,1281,3600400,INR,0.0,1,0,"It’s a 3 bhk villa situated in Bakori. It has a salable area of 1281 sqft and is available at a price of Rs. 2,810 per sqft. The house is unfurnished. Its main door is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,1281,3600000,INR,0.0,1,0,Well designed 3 bhk villa is available at a prime location in kesnand. It has an area of 1281 sqft with a carpet area of 965 sqft . The property is available at a price of Rs. 36.00 lac . The house is unfurnished. Its main door is facing east direction. It is an under-construction property . It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ,east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1281,3600000,INR,0.0,1,0,It has an area of 1281 sqft with a carpet area of 965 sqft . The property is available at a price of Rs. 36.00 lac . It is an unfurnished property. Its main door is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ,east,0,0,0,1,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiraswadi,965,2600000,INR,0.0,1,0,"It has a built-up area of 965 sqft and is priced at Rs. 26.00 lac . The house is unfurnished. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,965,2600000,INR,0.0,1,0,"It has a built-up area of 965 sqft and is priced at Rs. 26.00 lac . The house is unfurnished. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,1281,3600800,INR,0.0,1,0,"It’s a 3 bhk villa situated in kesnand, Pune. The house is unfurnished. It is facing east direction. It is an under-construction property . It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1281,3600300,INR,0.0,1,0,It’s a 3 bhk villa situated in Wagholi. It is east facing property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. Please contact for more details. ,east,0,0,0,1,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonikand,1281,3600300,INR,0.0,1,0,It has a built-up area of 1281 sqft and is priced at Rs. 36.00 lac . The house is unfurnished. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ,east,0,0,0,1,0,1,0,0,0,0,0,0,6.8,7.971154858405251,159.4171653429126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,965,2600110,INR,0.0,1,0,"It’s a 2 bhk villa situated in Wagholi, Pune. It has a built-up area of 965 sqft and is priced at Rs. 26.00 lac . It is facing east direction. It is an under-construction property . It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohegaon,1559,4999000,INR,0.0,1,0,It’s a 2 bhk villa situated in Lohegaon. It has an area of 1559 sqft with a carpet area of 1260 sqft . The property is available at a price of Rs. 49.99 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ,east,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohegaon,1450,4999000,INR,0.0,1,0,It’s a 2 bhk villa situated in Lohegaon. It has a built-up area of 1450 sqft and is priced at Rs. 49.99 lac . The house is semi-furnished. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact us for more details. ,east,0,0,0,0,0,0,1,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohegaon,1555,4999000,INR,0.0,1,0,"It has a salable area of 1555 sqft and is available at a price of Rs. 3,214 per sqft. It is a semi-furnished property. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohegaon,1517,4998000,INR,0.0,1,0,"This spacious 2 bhk villa is available for sale and is located in the heart of Lohegaon. It has an area of 1517 sqft with a carpet area of 1018 sqft . The property is available at a price of Rs. 49.98 lac . The house is semi-furnished. Its main door is facing east direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",east,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohegaon,1580,4997000,INR,0.0,1,0,"A spacious 2 bhk villa is available for sale in Lohegaon, Pune. It has a built-up area of 1580 sqft and is priced at Rs. 49.97 lac . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",east,0,0,0,1,0,0,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
