location,area,price,price_currency,status,new/resale,price_negotiable,description,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Rain Water Harvesting,Car Parking,Vaastu Compliant,Golf Course,Intercom,Indoor Games,Maintenance Staff,Multipurpose Room,ATM,Cafeteria,Staff Quarter,Hospital,School,Shopping Mall
Bavdhan,1800,13000000,INR,0.0,0,0,"It has a salable area of 1800 sqft and is available at a price of Rs. 7,222 per sqft. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",east,0,0,0,1,0,0,0,0,0,0,0,0,8.1,8.044814201608972,188.15544658229172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gahunje,3241,30000000,INR,0.0,0,0,"It has an area of 3241 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 3.00 cr . It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",east,0,4,1,1,1,1,1,1,1,1,1,0,7.4,8.6,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Maval,3750,27000000,INR,0.0,1,0,"A spacious 4 bhk villa is available for sale in Mont Vert Homes Cresta, Maval, Pune. It has a salable area of 3750 sqft and is available at a price of Rs. 7,200 per sqft. It has power backup as well as cctv. The project also has sports facility, club house, intercom, community hall, children's play area, gated community, gymnasium and swimming pool. It is facing west direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",west,0,0,0,1,1,1,1,1,1,1,1,1,5.3,7.8,27.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravet,2869,20000000,INR,0.0,0,0,"This spacious 3 bhk villa is available for sale and is located in Runal Developers Gracia, one of the most prestigious projects of Ravet. It has a salable area of 2869 sqft and is available at a price of Rs. 6,971 per sqft. Its main door is facing east direction. It is a 9 year old ready-to-move-in property. The society is well connected by different modes of transportation. ",east,0,8,0,1,1,1,0,0,0,0,0,0,8.1,7.6,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wakad,4112,45264846,INR,0.0,0,0,"This spacious 4 bhk villa is available for sale and is located in the heart of Wakad. It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",unknown,0,0,0,0,0,0,0,0,0,0,0,0,9.4,8.118473544812694,216.8937278216709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,2500,10000000,INR,1.0,1,0,"This spacious 4 bhk villa is available for sale and is located in the heart of Wagholi. It has an area of 2500 sqft . The property is available at a price of Rs. 1.00 cr . It is an unfurnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magarpatta,3000,25000000,INR,0.0,0,0,Well designed 3 bhk villa is available at a prime location in Magarpatta. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ,unknown,0,6,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gahunje,3200,32000000,INR,0.0,0,0,"It’s a 4 bhk villa situated in Lodha Group Lodha Belmondo, Gahunje, Pune. It has an area of 3200 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 3.20 cr . The house is semi-furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",east,0,4,1,1,1,1,1,1,1,1,1,1,7.4,8.013236419092896,42.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Balewadi,1845,41500000,INR,0.0,0,0,"A 3 bhk property is available for sale in Balewadi, Pune. It has a built-up area of 1845 sqft and is priced at Rs. 4.15 cr . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",east,1,0,1,1,0,1,1,1,1,1,0,0,8.8,8.084476924872515,203.62990571118823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadashiv Peth,3000,45000000,INR,0.0,0,0,Well designed 4 bhk villa is available at a prime location in Sadashiv Peth. It has an area of 3000 sqft with a carpet area of 2500 sqft . The property is available at a price of Rs. 4.50 cr . It is a furnished property. The site is in close proximity to various civic utilities. Contact us for more details. ,east,1,0,1,1,0,0,0,0,0,0,0,0,9.6,8.129805751459422,221.31500185849848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kharadi,8580,80000000,INR,0.0,1,0,"Well designed 5 bhk villa is available at a prime location in Kharadi. It has a built-up area of 8580 sqft and is priced at Rs. 8.00 cr . The house is semi-furnished. It has sports_facility as well as gymnasium. The project also has children's play area, swimming pool, gated community, power backup, community hall, cctv and club_house. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",west,0,0,0,1,0,1,1,1,1,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bibwewadi,3000,30000000,INR,1.0,0,0,It has an area of 3000 sqft . The property is available at a price of Rs. 3.00 cr . It is facing west direction. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact for more details. ,west,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.067478614902425,196.99799465594685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohegaon,2621,20000000,INR,0.0,1,0,"A 3 bhk property is available for sale in Pride Housing World City, Lohegaon, Pune. It has a built-up area of 2621 sqft and is priced at Rs. 2.00 cr . The house is semi-furnished. It is facing east direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",east,0,0,1,1,1,1,1,1,1,1,1,0,8.0,8.2,27.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hadapsar,4500,41500000,INR,0.0,0,0,"Well designed 4 bhk villa is available at a prime location in Hadapsar. It has a salable area of 4500 sqft and is available at a price of Rs. 9,222 per sqft. The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ",east,1,0,0,1,0,0,0,0,0,0,0,0,9.4,8.118473544812694,216.8937278216709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kothrud,4200,54000000,INR,1.0,0,0,"It’s a 5 bhk villa situated in Kothrud, Pune. It has a built-up area of 4200 sqft and is priced at Rs. 5.40 cr . It is a semi-furnished property. It is south facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",south,0,0,1,0,0,0,0,0,0,0,0,0,9.2,8.107141338165968,212.4724537848433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,5805,39800000,INR,0.0,1,0,"A 6 bhk property is available for sale in Gera Developments Isle Royale, Bavdhan, Pune. It has a salable area of 5805 sqft and is available at a price of Rs. 6,856 per sqft. It is facing east direction. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. ",east,0,6,1,1,1,1,1,1,1,1,1,0,8.1,7.9,52.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,2380,28000000,INR,1.0,1,0,"It’s a 3 bhk villa situated in Marvel Realtors Selva Ridge Estate, Bavdhan, Pune. It has a built-up area of 2380 sqft and is priced at Rs. 2.80 cr . The house is unfurnished. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ",unknown,0,5,1,1,1,1,1,1,1,1,1,1,8.1,8.5,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dhanori,2200,22500000,INR,0.0,0,0,"This spacious 4 bhk villa is available for sale and is located in Mantra Properties Montana, one of the most prestigious projects of Dhanori. It has a built-up area of 2200 sqft and is priced at Rs. 2.25 cr . It is an unfurnished property. It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",west,0,0,1,1,1,1,1,1,1,1,0,0,8.4,8.072626214914521,20.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,2485,16000000,INR,0.0,0,0,"It has a salable area of 2485 sqft and is available at a price of Rs. 6,438 per sqft. The house is semi-furnished. It is facing east direction. It is a 11 year old ready-to-move-in property. It is situated in the proximity of all the important facilities. Please contact for more details. ",east,0,10,1,1,1,1,1,1,1,1,1,0,8.1,7.4,123.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pangoli,6000,18500000,INR,1.0,0,0,"It’s a 4 bhk villa situated in Pangoli, Pune. It has an area of 6000 sqft . The property is available at a price of Rs. 1.85 cr . It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 ac and 1 bed. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. ",northeast,1,3,1,1,0,1,1,1,1,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,2000,11000000,INR,0.0,1,0,"It’s a 3 bhk villa situated in NG Rathi Associates Palmnest Phase II, Wagholi. It has a built-up area of 2000 sqft and is priced at Rs. 1.10 cr . It has swimming pool as well as intercom. The project also has power backup, children's play area, cctv, club house and gymnasium. Its main door is facing east direction. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",east,0,0,1,1,0,1,1,1,1,1,0,0,8.0,8.04891979079864,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pimple Gurav,2114,35000000,INR,0.0,0,0,It has an area of 2114 sqft with a carpet area of 2000 sqft . The property is available at a price of Rs. 3.50 cr . The house is semi-furnished. It is a ready-to-move-in property. The society is well connected by different modes of transportation. Please contact for more details. ,unknown,0,0,0,0,0,0,0,0,0,0,0,0,9.0,8.095809131519243,208.05117974801576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,2900,16500000,INR,1.0,0,0,"It’s a 3 bhk villa situated in Kolte Patil Developers Ivy Villa, Wagholi. It has a built-up area of 2900 sqft and is priced at Rs. 1.65 cr . It has gated_community as well as intercom. The project also has swimming pool, club house, gymnasium, power backup and children's play area. It is a 9 year old ready-to-move-in property. It is made in way to provide a comfortable living. ",east,0,8,0,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1463,16000000,INR,0.0,1,0,"It has internal roads as well as rain water harvesting. The project also has reflexology park, football field, gated community, landscape garden and tree planting, closed car parking, kid's pool, community buildings and children's play area. It is an under-construction property and is expected to get completed by 31/12/2025. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",unknown,0,0,1,0,0,1,1,0,0,0,0,0,8.0,8.04743496441555,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,2700,25000000,INR,1.0,0,0,"It has a built-up area of 2700 sqft and is priced at Rs. 2.50 cr . It is a furnished property. It is northeast facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",northeast,1,8,1,1,1,1,1,1,1,1,1,0,5.3,7.6,123.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,5000,45000000,INR,0.0,0,0,"A spacious 4 bhk villa is available for sale in Maval, Pune. It has a built-up area of 5000 sqft and is priced at Rs. 4.50 cr . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has lift available as well as power backup. The project also has gymnasium. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",east,1,0,1,1,0,1,1,1,1,1,0,0,5.3,7.886163308554803,126.25761006670585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kharadi,1092,14900000,INR,0.0,1,0,Well designed 2 bhk villa is available at a prime location in Kharadi. It has a built-up area of 1092 sqft and is priced at Rs. 1.49 cr . It is an unfurnished property. It is east facing property. It is an under-construction property . ,east,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.090143028195879,205.840542729602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,1900,21000009,INR,0.0,1,0,"It’s a 3 bhk villa situated in Puraniks Builders Sayama Phase 4, Maval. It has a built-up area of 1900 sqft and is priced at Rs. 2.10 cr . The house is furnished. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ",east,1,0,1,1,1,1,1,1,1,1,1,0,5.3,7.890633725463393,54.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,1900,21000009,INR,0.0,1,0,"A 3 bhk property is available for sale in Puraniks Builders Sayama Phase 4, Maval, Pune. It has an area of 1900 sqft with a carpet area of 1624 sqft . The property is available at a price of Rs. 2.10 cr . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has cctv. Other amenities include children's play area, gymnasium, gated community, swimming pool, power backup, club house and swimming pool. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",east,1,0,1,1,1,1,1,1,1,1,1,0,5.3,7.890633725463393,54.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tathawade,1509,5900000,INR,0.0,1,0,"This spacious 2 bhk villa is available for sale and is located in S B Developers Shobha Residency, one of the most prestigious projects of Tathawade. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",unknown,0,1,1,1,0,0,0,0,0,0,0,0,8.2,8.05464809402633,123.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bibwewadi,3600,48000000,INR,1.0,0,0,"This spacious 2 bhk villa is available for sale and is located in the heart of Bibwewadi. The house is unfurnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.067478614902425,196.99799465594685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Kalyani Nagar,5000,120000000,INR,0.0,0,0,"It’s a 5 bhk villa situated in New Kalyani Nagar. It has a built-up area of 5000 sqft and is priced at Rs. 12.00 cr . It has 1 tv, 1 gas connection, 1 ac and 1 bed. Its main door is facing north direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",north,1,3,1,1,0,1,1,1,1,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aundh,6000,120000000,INR,0.0,0,0,"This spacious 6 bhk villa is available for sale and is located in the heart of Aundh. It has a salable area of 6000 sqft and is available at a price of Rs. 20,000 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",unknown,0,0,0,0,0,0,0,0,0,0,0,0,9.7,8.135471854782784,223.52563887691224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIBM Annex Mohammadwadi,4200,65000000,INR,0.0,0,0,"It has a salable area of 4200 sqft and is available at a price of Rs. 15,476 per sqft. The house is semi-furnished. Its main door is facing north direction. It is made in way to provide a comfortable living. Kindly call us for details. ",north,0,12,1,1,1,1,1,1,1,1,0,1,7.591570029905724,7.6,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Punawale,2752,19000000,INR,0.0,1,0,It’s a 4 bhk villa situated in Punawale. It has a built-up area of 2752 sqft and is priced at Rs. 1.90 cr . It is a semi-furnished property. It is west facing property. It is well connected to the city areas. Kindly call us for details. ,west,0,0,1,1,0,1,1,1,1,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punawale,2750,18900000,INR,0.0,1,0,"It’s a 4 bhk villa situated in Punawale, Pune. It is east facing property. It is an under-construction property . It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",east,0,0,1,1,0,1,1,1,1,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,3300,15500000,INR,0.0,0,0,"It’s a 3 bhk villa situated in Kolte Patil Developers Ivy Villa, Wagholi. It has an area of 3300 sqft with a carpet area of 2700 sqft . The property is available at a price of Rs. 1.55 cr . It has power backup. Other amenities include gymnasium, swimming pool, intercom, gated_community, children's play area and club house. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact for more details. ",east,0,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,2670,16500000,INR,0.0,0,0,"A 3 bhk property is available for sale in Kolte Patil Developers Ivy Villa, Wagholi, Pune. It has a built-up area of 2670 sqft and is priced at Rs. 1.65 cr . The house is semi-furnished. It has gated_community as well as power backup. The project also has gymnasium, swimming pool, intercom, club house and children's play area. Its main door is facing east direction. ",east,0,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,1900,21000000,INR,0.0,1,0,"It has a salable area of 1900 sqft and is available at a price of Rs. 11,052 per sqft. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",east,1,5,1,1,1,1,1,1,1,1,1,1,5.3,7.4,54.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,2130,14500000,INR,0.0,0,0,Well designed 3 bhk villa is available at a prime location in Kolte Patil Developers Ivy Villa. It has an area of 2130 sqft with a carpet area of 1550 sqft . The property is available at a price of Rs. 1.45 cr . It is east facing property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ,east,0,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,834,2600000,INR,1.0,1,0,It has an area of 834 sqft . The property is available at a price of Rs. 26.00 lac . It is an unfurnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Contact us for more details. ,unknown,0,0,0,1,0,1,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,834,2600000,INR,1.0,1,0,"It has a salable area of 834 sqft and is available at a price of Rs. 3,117 per sqft. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhankawadi Police Station Road,1600,10500000,INR,1.0,0,0,"A 2 bhk property is available for sale in Dhankawadi Police Station Road, Pune. It has a salable area of 1600 sqft and is available at a price of Rs. 6,562 per sqft. It is a semi-furnished property. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact for more details. ",unknown,0,4,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakori,1149,3600600,INR,0.0,1,0,It has a built-up area of 1149 sqft and is priced at Rs. 36.01 lac . The house is unfurnished. Its main door is facing east direction. This residential complex is under-construction as of now. . Please contact us for more details. ,east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perne,1149,3600600,INR,0.0,1,0,Well designed 3 bhk villa is available at a prime location in Perne. It has a built-up area of 1149 sqft and is priced at Rs. 36.01 lac . The house is unfurnished. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,unknown,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiraswadi,1149,3600600,INR,0.0,1,0,"It has a salable area of 1149 sqft and is available at a price of Rs. 3,133 per sqft. It is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. Contact us for more details. ",east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kesnand,1149,3600600,INR,0.0,1,0,It’s a 3 bhk villa situated in kesnand. It has an area of 1149 sqft . The property is available at a price of Rs. 36.01 lac . The house is unfurnished. It is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ,east,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonikand,1149,3600600,INR,0.0,1,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Lonikand. It has a salable area of 1149 sqft and is available at a price of Rs. 3,133 per sqft. Its main door is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",east,0,0,0,1,0,1,0,0,0,0,0,0,6.8,7.971154858405251,159.4171653429126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramnagar , Lonikand",1149,3600600,INR,0.0,1,0,It has a built-up area of 1149 sqft and is priced at Rs. 36.01 lac . The house is unfurnished. It is an under-construction property . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ,unknown,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,2650,15000000,INR,0.0,0,0,"It’s a 3 bhk villa situated in BU Bhandari Chrrysalis, Wagholi, Pune. It has an area of 2650 sqft with a carpet area of 1650 sqft . The property is available at a price of Rs. 1.50 cr . It has gymnasium. Other amenities include swimming pool, club house and children's play area. Its main door is facing east direction. It is a 9 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",east,1,9,1,1,1,1,1,1,1,1,1,0,8.0,8.3,103.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,3100,14700000,INR,0.0,0,0,"It’s a 3 bhk villa situated in Kolte Patil Developers Ivy Villa, Wagholi, Pune. It has an area of 3100 sqft with a carpet area of 2700 sqft . The property is available at a price of Rs. 1.47 cr . Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",east,0,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
